File,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD,HCLOC,HCWORD
Z:\MDM\analysisEMM\product-emm-2.0.1\product-emm-2.0.1\modules\apps\jax-rs\mdm-admin\src\main\java\org\wso2\mdm\common\GsonMessageBodyHandler.java,95,62,44,7,16,0,17,109,17,109
Z:\MDM\analysisEMM\product-emm-2.0.1\product-emm-2.0.1\modules\apps\jax-rs\mdm-admin\src\main\java\org\wso2\carbon\mdm\beans\MobileAppTypes.java,23,4,2,0,2,0,17,109,17,109
Z:\MDM\analysisEMM\product-emm-2.0.1\product-emm-2.0.1\modules\apps\jax-rs\mdm-admin\src\main\java\org\wso2\carbon\mdm\beans\MobileApp.java,131,83,60,11,27,0,21,126,17,109
Z:\MDM\analysisEMM\product-emm-2.0.1\product-emm-2.0.1\modules\apps\jax-rs\mdm-admin\src\main\java\org\wso2\carbon\mdm\beans\UserWrapper.java,87,49,35,7,15,0,23,124,17,109
Z:\MDM\analysisEMM\product-emm-2.0.1\product-emm-2.0.1\modules\apps\jax-rs\mdm-admin\src\main\java\org\wso2\carbon\mdm\beans\ApplicationWrapper.java,64,33,24,4,13,0,18,110,18,110
Z:\MDM\analysisEMM\product-emm-2.0.1\product-emm-2.0.1\modules\apps\jax-rs\mdm-admin\src\main\java\org\wso2\carbon\mdm\beans\PriorityUpdatedPolicyWrapper.java,42,17,12,2,8,0,17,109,17,109
Z:\MDM\analysisEMM\product-emm-2.0.1\product-emm-2.0.1\modules\apps\jax-rs\mdm-admin\src\main\java\org\wso2\carbon\mdm\beans\RoleWrapper.java,60,32,23,4,11,0,17,109,0,0
Z:\MDM\analysisEMM\product-emm-2.0.1\product-emm-2.0.1\modules\apps\jax-rs\mdm-admin\src\main\java\org\wso2\carbon\mdm\beans\ProfileFeature.java,86,50,37,6,19,0,17,109,17,109
Z:\MDM\analysisEMM\product-emm-2.0.1\product-emm-2.0.1\modules\apps\jax-rs\mdm-admin\src\main\java\org\wso2\carbon\mdm\beans\Profile.java,108,64,42,7,20,1,24,130,17,109
Z:\MDM\analysisEMM\product-emm-2.0.1\product-emm-2.0.1\modules\apps\jax-rs\mdm-admin\src\main\java\org\wso2\carbon\mdm\beans\PolicyWrapper.java,127,82,59,11,28,0,17,109,17,109
Z:\MDM\analysisEMM\product-emm-2.0.1\product-emm-2.0.1\modules\apps\jax-rs\mdm-admin\src\main\java\org\wso2\carbon\mdm\beans\UserCredentialWrapper.java,54,24,17,3,10,0,20,113,17,109
Z:\MDM\analysisEMM\product-emm-2.0.1\product-emm-2.0.1\modules\apps\jax-rs\mdm-admin\src\main\java\org\wso2\carbon\mdm\beans\android\WebApplication.java,62,32,24,4,11,0,19,112,16,102
Z:\MDM\analysisEMM\product-emm-2.0.1\product-emm-2.0.1\modules\apps\jax-rs\mdm-admin\src\main\java\org\wso2\carbon\mdm\beans\android\AppStoreApplication.java,53,25,19,3,9,0,19,112,16,102
Z:\MDM\analysisEMM\product-emm-2.0.1\product-emm-2.0.1\modules\apps\jax-rs\mdm-admin\src\main\java\org\wso2\carbon\mdm\beans\android\EnterpriseApplication.java,62,32,24,4,11,0,19,112,16,102
Z:\MDM\analysisEMM\product-emm-2.0.1\product-emm-2.0.1\modules\apps\jax-rs\mdm-admin\src\main\java\org\wso2\carbon\mdm\beans\ios\AppStoreApplication.java,87,53,39,7,17,0,17,109,17,109
Z:\MDM\analysisEMM\product-emm-2.0.1\product-emm-2.0.1\modules\apps\jax-rs\mdm-admin\src\main\java\org\wso2\carbon\mdm\beans\ios\RemoveApplication.java,25,18,14,2,7,0,0,0,0,0
Z:\MDM\analysisEMM\product-emm-2.0.1\product-emm-2.0.1\modules\apps\jax-rs\mdm-admin\src\main\java\org\wso2\carbon\mdm\beans\ios\WebClip.java,61,45,33,6,16,0,0,0,0,0
Z:\MDM\analysisEMM\product-emm-2.0.1\product-emm-2.0.1\modules\apps\jax-rs\mdm-admin\src\main\java\org\wso2\carbon\mdm\beans\ios\EnterpriseApplication.java,84,50,37,6,16,0,18,110,18,110
Z:\MDM\analysisEMM\product-emm-2.0.1\product-emm-2.0.1\modules\apps\jax-rs\mdm-admin\src\main\java\org\wso2\carbon\mdm\util\Constants.java,31,6,5,0,5,0,20,120,17,109
Z:\MDM\analysisEMM\product-emm-2.0.1\product-emm-2.0.1\modules\apps\jax-rs\mdm-admin\src\main\java\org\wso2\carbon\mdm\util\MDMUtil.java,60,35,27,3,8,0,17,109,17,109
Z:\MDM\analysisEMM\product-emm-2.0.1\product-emm-2.0.1\modules\apps\jax-rs\mdm-admin\src\main\java\org\wso2\carbon\mdm\util\SetReferenceTransformer.java,42,23,19,2,9,0,10,55,0,0
Z:\MDM\analysisEMM\product-emm-2.0.1\product-emm-2.0.1\modules\apps\jax-rs\mdm-admin\src\main\java\org\wso2\carbon\mdm\api\DeviceNotification.java,109,77,57,4,11,0,21,126,17,109
Z:\MDM\analysisEMM\product-emm-2.0.1\product-emm-2.0.1\modules\apps\jax-rs\mdm-admin\src\main\java\org\wso2\carbon\mdm\api\Configuration.java,114,81,65,4,10,0,23,135,17,109
Z:\MDM\analysisEMM\product-emm-2.0.1\product-emm-2.0.1\modules\apps\jax-rs\mdm-admin\src\main\java\org\wso2\carbon\mdm\api\Role.java,455,339,255,48,27,0,89,395,17,109
Z:\MDM\analysisEMM\product-emm-2.0.1\product-emm-2.0.1\modules\apps\jax-rs\mdm-admin\src\main\java\org\wso2\carbon\mdm\api\User.java,763,542,409,62,33,0,188,963,17,109
Z:\MDM\analysisEMM\product-emm-2.0.1\product-emm-2.0.1\modules\apps\jax-rs\mdm-admin\src\main\java\org\wso2\carbon\mdm\api\Authentication.java,37,10,9,0,7,0,20,116,17,109
Z:\MDM\analysisEMM\product-emm-2.0.1\product-emm-2.0.1\modules\apps\jax-rs\mdm-admin\src\main\java\org\wso2\carbon\mdm\api\Profile.java,90,68,55,3,5,0,17,109,17,109
Z:\MDM\analysisEMM\product-emm-2.0.1\product-emm-2.0.1\modules\apps\jax-rs\mdm-admin\src\main\java\org\wso2\carbon\mdm\api\Feature.java,63,30,24,1,6,0,27,131,17,109
Z:\MDM\analysisEMM\product-emm-2.0.1\product-emm-2.0.1\modules\apps\jax-rs\mdm-admin\src\main\java\org\wso2\carbon\mdm\api\License.java,100,54,37,4,10,0,36,214,17,109
Z:\MDM\analysisEMM\product-emm-2.0.1\product-emm-2.0.1\modules\apps\jax-rs\mdm-admin\src\main\java\org\wso2\carbon\mdm\api\MobileDevice.java,218,143,104,14,13,0,62,304,17,109
Z:\MDM\analysisEMM\product-emm-2.0.1\product-emm-2.0.1\modules\apps\jax-rs\mdm-admin\src\main\java\org\wso2\carbon\mdm\api\Policy.java,432,375,293,27,40,0,17,109,17,109
Z:\MDM\analysisEMM\product-emm-2.0.1\product-emm-2.0.1\modules\apps\jax-rs\mdm-admin\src\main\java\org\wso2\carbon\mdm\api\Operation.java,230,193,147,14,15,0,22,120,17,109
Z:\MDM\analysisEMM\product-emm-2.0.1\product-emm-2.0.1\modules\apps\jax-rs\mdm-admin\src\main\java\org\wso2\carbon\mdm\api\util\MDMAppConstants.java,56,29,22,0,8,0,19,116,16,102
Z:\MDM\analysisEMM\product-emm-2.0.1\product-emm-2.0.1\modules\apps\jax-rs\mdm-admin\src\main\java\org\wso2\carbon\mdm\api\util\MDMIOSOperationUtil.java,107,67,50,6,13,0,27,140,16,102
Z:\MDM\analysisEMM\product-emm-2.0.1\product-emm-2.0.1\modules\apps\jax-rs\mdm-admin\src\main\java\org\wso2\carbon\mdm\api\util\CredentialManagementResponseBuilder.java,106,62,51,4,12,0,32,171,17,109
Z:\MDM\analysisEMM\product-emm-2.0.1\product-emm-2.0.1\modules\apps\jax-rs\mdm-admin\src\main\java\org\wso2\carbon\mdm\api\util\ResponsePayload.java,107,69,49,11,21,0,17,109,17,109
Z:\MDM\analysisEMM\product-emm-2.0.1\product-emm-2.0.1\modules\apps\jax-rs\mdm-admin\src\main\java\org\wso2\carbon\mdm\api\util\MDMAPIUtils.java,256,199,161,26,22,0,35,161,17,109
Z:\MDM\analysisEMM\product-emm-2.0.1\product-emm-2.0.1\modules\apps\jax-rs\mdm-admin\src\main\java\org\wso2\carbon\mdm\api\util\MDMAndroidOperationUtil.java,117,72,55,10,10,0,35,171,17,109
Z:\MDM\analysisEMM\product-emm-2.0.1\product-emm-2.0.1\modules\apps\jax-rs\mdm-admin\src\main\java\org\wso2\carbon\mdm\api\context\DeviceOperationContext.java,54,25,17,2,9,0,20,116,17,109
Z:\MDM\analysisEMM\product-emm-2.0.1\product-emm-2.0.1\modules\apps\jax-rs\mdm-admin\src\main\java\org\wso2\carbon\mdm\api\common\ErrorMessage.java,42,17,12,2,8,0,17,109,17,109
Z:\MDM\analysisEMM\product-emm-2.0.1\product-emm-2.0.1\modules\apps\jax-rs\mdm-admin\src\main\java\org\wso2\carbon\mdm\api\common\ErrorHandler.java,33,12,10,1,4,0,17,109,17,109
Z:\MDM\analysisEMM\product-emm-2.0.1\product-emm-2.0.1\modules\apps\jax-rs\mdm-admin\src\main\java\org\wso2\carbon\mdm\api\common\MDMAPIException.java,60,29,21,1,11,0,20,121,17,109
